广东频道,#genre#
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-23.m3u8
广东体育,http://120.238.84.44:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-24.ctv
广东体育,http://113.109.250.116:9999/udp/239.77.0.112:5146$720x576
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-3.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-17.m3u8
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-14.ctv
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-6.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-gao-qing-1.m3u8
广东新闻,http://www.zzlag.top:9003/hls/36/index.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-17.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-3.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-16.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-8.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-6.m3u8
广东新闻,http://219.159.194.108:8181/tsfile/live/1007_1.m3u8
广东新闻,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-2.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-14.ctv
广东新闻,http://219.159.194.66:8181/tsfile/live/1007_1.m3u8
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-7.ctv
广东新闻,http://222.218.158.86:8181/tsfile/live/1007_1.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-12.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-4.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-16.ctv
广东卫视,http://123.145.57.77:8005/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://27.11.251.76:8008/udp/225.0.4.84:7980$1920x1080
广东卫视,http://120.234.49.38:7000/udp/239.20.0.101:2000$1920x1080
广东卫视,http://27.10.75.218:8008/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://113.206.186.85:55555/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://123.145.57.77:8002/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://120.234.5.28:6000/udp/239.20.0.101:2000$1920x1080
广东卫视,http://121.21.84.3:8888/rtp/239.253.92.206:8108$1920x1080
广东卫视,http://27.11.251.221:8002/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://211.158.152.144:8004/udp/225.0.4.84:7980$1920x1080
广东卫视,http://27.9.88.212:8001/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://123.113.180.246:9000/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://123.145.57.77:8003/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://211.158.152.144:8005/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://27.11.251.76:8001/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://www.furymax.top:85/rtp/239.254.96.140:8914$1920x1080
广东卫视,http://106.45.11.192:8888/rtp/239.121.4.118:8690$1920x1080
广东卫视,http://211.158.153.199:8004/udp/225.0.4.84:7980$1920x1080
广东卫视,http://114.254.93.135:2222/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://60.7.56.33:4000/rtp/239.253.92.206:8108$1920x1080
广东卫视,http://211.158.152.144:8001/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://115.234.227.164:8808/udp/233.50.200.149:5140$1920x1080
广东卫视,http://123.112.212.132:4022/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.33:8192$1920x1080
广东卫视,http://60.7.56.22:4000/rtp/239.253.92.206:8108$1920x1080
广东卫视,http://27.8.238.228:8002/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://61.55.13.136:4000/rtp/239.253.92.206:8108$1920x1080
广东卫视,http://114.254.94.118:2222/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://211.158.155.57:8005/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://123.145.57.77:8003/udp/225.0.4.84:7980$1920x1080
大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
大湾区卫视,http://124.205.11.205:91/live/NFWS-1500k/live.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000011655/1.m3u8
大湾区卫视,http://113.109.250.116:9999/udp/239.77.1.12:5146$720x576
大湾区卫视,http://110.177.146.171:888/udp/239.1.1.69:8069$1920x1080
大湾区卫视,http://beijinglive.online.domybox.com:91/live/NFWS-1500k/live.m3u8
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,https://stream1.freetv.fun/9e44565ab6186689007a295d8b94b2a970fafde637068b0e3837e5f84689a8f3.m3u8
大湾区卫视,http://kxrj.site:998/123/mg.php?id=dwqws$1280x720
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
大湾区卫视,http://110.177.146.171:888/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://124.205.11.242:91/live/NFWS-1500k/live.m3u8
大湾区卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.5:9548$1920x1080
大湾区卫视,http://113.109.250.116:9999/udp/239.77.0.9:5146$720x576
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/1.m3u8
大湾区卫视,http://223.12.113.32:8083/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-2.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-5.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-9.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-10.m3u8
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-3.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-6.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-1.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-8.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-4.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-10.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-8.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-13.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-3.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-12.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-4.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-11.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-9.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-14.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-6.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-14.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-5.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-7.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-1.ctv
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/x434c00.m3u8
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/o734w00.m3u8
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-1.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-3.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-4.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-1.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-2.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-5.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-7.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-8.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-9.m3u8
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-6.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-3.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-4.ctv
深圳卫视,http://120.234.5.29:6000/udp/239.20.0.122:2042$1920x1080
深圳卫视,http://58.62.234.242:10000/udp/239.77.1.3:5146$1920x1080
深圳卫视,http://kms.erfiy.com:8884/udp/225.0.4.202:7980$1920x1080
深圳卫视,http://119.166.159.120:6666/udp/239.253.254.91:8000$1920x1080
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
深圳卫视,http://124.205.11.239:91/live/SZWShd-8M/live.m3u8
深圳卫视,http://123.132.233.194:352/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://182.117.136.124:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://119.163.228.205:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://119.163.57.184:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://182.117.136.112:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.163.181.78:9901/tsfile/live/1041_1.m3u8
深圳卫视,http://222.169.41.210:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225668/main.m3u8$IPv6
深圳卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225943/main.m3u8$IPv6
深圳卫视,http://61.136.67.238:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000529/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000529$IPv6
深圳卫视,http://61.138.128.226:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.48.5.186:1111/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://202.100.46.58:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://117.27.190.42:9998/tsfile/live/23274_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.57.21.166:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://221.213.69.82:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.51.111.46:1111/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.216.229.130:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://123.129.70.178:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://210.22.75.86:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.48.37.158:1111/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-7.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-6.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-xin-wen-zong-he-1.m3u8
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-2.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-4.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-4.m3u8
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-1.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-5.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-3.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-6.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-4.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.m3u8
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-4.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-2.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-3.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-sheng-huo-1.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-5.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-5.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-3.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-1.m3u8
汕头文旅,http://www.zzlag.top:9003/hls/49/index.m3u8
📺央视频道,#genre#
CCTV-1,http://www.dsmcloud.top:8888/udp/239.81.1.2:4056$1920x1080
CCTV-1,http://117.114.153.26:8180/TV00000000000000000099@HHZT$1920x1080
CCTV-1,http://120.224.178.16:9901/tsfile/live/0001_1.m3u8
CCTV-1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
CCTV-1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8
CCTV-1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://36.32.174.67:60080/newlive/live/hls/1/live.m3u8
CCTV-1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV-1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://175.31.21.146:4480/hls/1/index.m3u8
CCTV-1,http://219.139.42.24:8001/hls/1/index.m3u8
CCTV-1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://[2409:8087:1a01:df::4060]/TVOD/88888888/224/3221226119/main.m3u8$IPv6
CCTV-1,http://123.182.60.29:9002/hls/1/index.m3u8
CCTV-1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://1732e975z9.zicp.fun:8082/hls/1/index.m3u8
CCTV-1,http://ldncctvwbndks.v.kcdnvip.com/ldncctvwbnd/ldcctv1_2/index.m3u8
CCTV-1,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
CCTV-1,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010144/$IPv6
CCTV-1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV-1,http://[2409:8087:74f0:22::4]:6610/270000001128/9900000501/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000501$IPv6
CCTV-1,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010144/$IPv6
CCTV-1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://210.22.75.86:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://58.48.5.186:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://36.35.16.98:9901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=0&authid=0
CCTV-1,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://110.80.17.38:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV-2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV-2,http://[2409:8087:1a01:df::4059]/TVOD/88888888/224/3221226079/main.m3u8$IPv6
CCTV-2,http://59.173.243.210:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://221.213.69.82:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://202.100.46.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://220.164.192.48:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://117.27.190.42:9998/tsfile/live/23233_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://223.241.247.214:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.216.229.130:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://210.22.75.86:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://36.35.16.98:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://222.134.245.16:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.48.5.186:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://61.157.139.15:9901/tsfile/live/2372_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.48.37.158:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.51.111.46:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://114.221.95.175:4022/rtp/239.49.8.130:6000$720x576
CCTV-3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV-3,http://123.7.110.43:9901/tsfile/live/0003_1.m3u8
CCTV-3,http://[2409:8087:1a01:df::4041]/TVOD/88888888/224/3221225799/main.m3u8$IPv6
CCTV-3,http://dassby.qqff.top:99/live/cctv3/index.m3u8
CCTV-3,http://60.12.183.46:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://223.241.247.214:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://222.134.245.16:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.48.5.186:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://210.22.75.86:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://113.57.20.158:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://36.35.16.98:9901/tsfile/live/0001_40.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://117.27.190.42:9998/tsfile/live/23234_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.48.37.158:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.51.111.46:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://221.213.69.82:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://202.100.46.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.216.229.130:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://61.157.139.15:9901/tsfile/live/2373_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://220.164.192.48:50085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://114.221.95.175:4022/rtp/239.49.9.31:6000$720x576
CCTV-3,http://180.103.165.67:8888/rtp/239.49.9.31:6000$720x576
CCTV-4,http://116.227.10.196:2048/udp/239.45.0.2:5140$1920x1080
CCTV-4,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000$1920x1080
CCTV-4,http://pachongbo.site:8080/tsfile/live/1034_1.m3u8
CCTV-4,https://hc73k3dhwo5gfkt.wcetv.com/hls/wcetv318.m3u8
CCTV-4,https://www.nettvpro.xyz/mplayer.html?url=https://live-play.cctvnews.cctv.com/cctv/merge_cctv4_mbd.m3u8?auth_key=1724687196-0-pcs17065a003f5f4515aa78691b2227897f-9f45e4b856f20e941a46da3eaf25f4e0&yid=pcs17065a003f5f4515aa78691b2227897f
CCTV-4,http://119.163.63.188:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4,http://[2409:8087:1a01:df::4029]/TVOD/88888888/224/3221226092/main.m3u8$IPv6
CCTV-4,http://58.48.5.186:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://58.48.37.158:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://36.35.16.98:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4,http://58.51.111.46:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://58.57.21.166:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
